date,rainfall_mm,SPI_1,SPI_category
2023-02-01,47.57,0.31072287498582457,Near Normal
2023-03-01,54.87,-0.7391730257055349,Near Normal
2023-04-01,27.81,-1.3460837359303663,Moderate Drought
2023-05-01,108.23,-0.5866271426283266,Near Normal
2023-06-01,57.05,-1.3203310394820018,Moderate Drought
2023-07-01,125.06,0.4116642794533336,Near Normal
2023-08-01,64.28999999999999,-0.5947859592603221,Near Normal
2023-09-01,73.45,-0.47955667356251,Near Normal
2023-10-01,87.22,-0.16928145250138152,Near Normal
2023-11-01,32.01,-0.8264668020956779,Near Normal
2023-12-01,63.69,0.44797754501315684,Near Normal
2024-01-01,59.29,1.31801853418996,Moderately Wet
2024-02-01,29.49,-0.44445538529532824,Near Normal
2024-03-01,64.79,-0.4397930574010331,Near Normal
2024-04-01,234.32,2.0335557057914717,Extremely Wet
2024-05-01,134.19,-0.17141088290775713,Near Normal
2024-06-01,152.59,0.3879297146159798,Near Normal
2024-07-01,37.74,-1.2909224708034124,Moderate Drought
2024-08-01,74.61999999999999,-0.43066702014336705,Near Normal
2024-09-01,63.12,-0.6502067640506276,Near Normal
2024-10-01,48.56,-0.8862774668088589,Near Normal
2024-11-01,168.22,1.9927145324835156,Very Wet
2024-12-01,11.77,-1.3715953769449458,Moderate Drought
2025-01-01,27.6,-0.3459013913578642,Near Normal
2025-02-01,16.46,-0.9887016646904289,Near Normal
2025-03-01,70.77,-0.2593200523142472,Near Normal
2025-04-01,183.76,1.2061160168008362,Moderately Wet
2025-05-01,170.61,0.4111074598897448,Near Normal
2025-06-01,175.93,0.8052502714575843,Near Normal
2025-07-01,109.01,0.09871744778108481,Near Normal
2025-08-01,101.66,-0.0010662346910471124,Near Normal
2025-09-01,87.03999999999999,-0.2550518594547158,Near Normal
2025-10-01,75.69,-0.38311911533028,Near Normal
2025-11-01,65.42,-0.1349694936139889,Near Normal
2025-12-01,9.02,-1.4679710613706927,Moderate Drought
2026-01-01,31.15,-0.15950455526777987,Near Normal
2026-02-01,40.55,0.017506537199668906,Near Normal
2026-03-01,79.16,-0.006114615411548808,Near Normal
2026-04-01,210.14,1.6378379114917572,Very Wet
